,PTT.BK,ADVANC.BK,CPALL.BK,SCC.BK,BDMS.BK,KBANK.BK,AOT.BK,CPF.BK,GULF.BK,MINT.BK
Timestamp,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close,Trade Close
5/7/2010,25.6,76.25,14.125,260,2.55,90.25,3.575,17.3,,8.22314214
5/10/2010,25.8,76.75,14.25,265,2.55,92,3.575,18,,8.22314214
5/11/2010,25.4,76.5,14.125,260,2.525,91,3.575,18.3,,8.347109107
5/12/2010,25.5,76.75,14.25,260,2.525,91.25,3.575,18,,8.429753752
5/13/2010,25.2,76,14,255,2.525,90,3.525,17.6,,8.22314214
5/14/2010,25.4,75.5,13.5,256,2.6,90.25,3.5,17.3,,8.347109107
5/17/2010,24.8,74.5,13.75,250,2.6,87,3.4,16.8,,7.975208207
5/18/2010,24.9,75,13.75,255,2.6,87.25,3.475,17.4,,8.016530529
5/19/2010,25.1,75.25,13.75,258,2.575,88,3.425,17.7,,7.975208207
5/24/2010,24.2,74.25,13.25,244,2.55,86.5,3.325,17,,7.561984983
5/25/2010,23.3,73.25,13.125,234,2.6,83.75,3.15,16.9,,7.31405105
5/26/2010,23.7,74,14.125,236,2.6,83.5,3.2,17.4,,7.438018017
5/27/2010,24.2,74,13.625,239,2.6,85.5,3.275,17.4,,7.768596595
5/31/2010,24.6,75.25,13.875,245,2.575,88.25,3.35,17.5,,7.768596595
6/1/2010,24.1,74.75,13.5,241,2.55,86.25,3.325,17.4,,7.85124124
6/2/2010,24.4,76.5,13.875,244,2.55,86.75,3.325,17.5,,7.933885884
6/3/2010,24.8,79.5,14.25,250,2.55,89.25,3.425,17.8,,8.264464463
6/4/2010,25.1,79,14.625,253,2.6,90.25,3.5,17.8,,8.347109107
6/7/2010,24.6,79.25,14.25,250,2.575,88.75,3.425,17.6,,8.181819818
6/8/2010,24.3,81.25,14.125,245,2.575,88,3.35,17.3,,8.22314214
6/9/2010,24.5,81.25,14.25,246,2.55,88.75,3.375,17.5,,8.22314214
6/10/2010,24.5,82,14,250,2.525,90.25,3.4,17.9,,8.347109107
6/11/2010,24.4,83,14.125,248,2.55,91.25,3.35,17.9,,8.264464463
6/14/2010,24.6,84.75,14.25,257,2.55,91.75,3.425,18.9,,8.512398397
6/15/2010,24.5,83.75,14.25,256,2.55,90.75,3.425,19.6,,8.347109107
6/16/2010,25.1,83.25,14.25,259,2.575,92.25,3.55,19.4,,8.347109107
6/17/2010,25.1,83,14.375,255,2.625,92.25,3.55,19.8,,8.429753752
6/18/2010,25.2,85,14.375,252,2.9,93,3.425,19.5,,8.347109107
6/21/2010,25.7,84.75,14.25,264,2.8,95.25,3.525,19.7,,8.677687686
6/22/2010,25.5,83.75,14.25,261,2.95,94.5,3.55,19.8,,8.595043041
6/23/2010,25.4,84.75,14.625,261,3,93.5,3.525,20.1,,8.677687686
6/24/2010,25,84,14.125,259,3.175,90.25,3.45,19.8,,8.429753752
6/25/2010,25,84.25,14.375,260,3.025,91,3.425,20,,8.429753752
6/28/2010,25.4,84.25,14.375,266,3.025,91.75,3.475,20.3,,8.512398397
6/29/2010,25,84.25,14.375,263,3,92,3.425,20.1,,8.264464463
6/30/2010,24.6,86.75,14.375,262,2.925,90.75,3.4,20.3,,8.347109107
7/2/2010,24.6,89.5,14.25,265,3,90.5,3.4,20.7,,8.512398397
7/5/2010,24.4,88,14.125,261,2.925,90.5,3.45,21.2,,8.512398397
7/6/2010,25,86.75,14.25,267,2.95,91.5,3.475,21.5,,8.842976975
7/7/2010,24.7,87.5,14.625,268,2.975,91.25,3.55,21.5,,9.008266264
7/8/2010,24.7,88,14.75,267,2.975,92.25,3.55,21.5,,8.842976975
7/9/2010,24.8,87.5,14.5,266,3.1,93.25,3.625,21.5,,9.008266264
7/12/2010,24.6,86.5,14.75,262,3.125,94.25,3.7,21.2,,9.090910909
7/13/2010,24.7,86,14.875,259,3.125,93,3.825,21,,8.92562162
7/14/2010,24.6,86.75,14.625,259,3.15,93.25,3.75,20.9,,8.92562162
7/15/2010,24.6,87,14.625,257,3.125,92.5,3.75,21.4,,8.92562162
7/16/2010,24.6,86.25,14.875,256,3,94.25,3.775,23.5,,8.92562162
7/19/2010,24.7,86.75,14.75,257,2.95,93.75,3.8,23.8,,8.842976975
7/20/2010,24.6,86.5,14.625,251,2.875,93.75,3.8,23.3,,8.677687686
7/21/2010,24.5,87.75,15.375,251,2.875,94.75,3.8,24.1,,8.842976975
7/22/2010,24.2,92.25,15.25,252,2.825,96,3.9,23.7,,8.92562162
7/23/2010,24.7,91.25,15.875,258,2.875,98.5,3.9,23.8,,9.008266264
7/27/2010,25.5,91.25,15.5,263,2.875,105,3.9,23.8,,9.090910909
7/28/2010,25.6,92.5,15.375,266,2.85,102,3.925,24.3,,9.008266264
7/29/2010,25.6,92.5,15.75,267,2.875,103.5,3.875,24.2,,9.173555554
7/30/2010,25.4,93.5,16.125,270,2.925,100,3.875,24.1,,9.090910909
8/2/2010,25.7,94,16,269,2.875,101.5,3.925,24.1,,9.008266264
8/3/2010,25.8,93,16,266,2.9,102,3.925,23.9,,9.090910909
8/4/2010,25.9,91.25,15.875,265,3.075,103.5,3.825,23.8,,9.090910909
8/5/2010,26.1,92.5,16,268,3.175,106.5,3.8,25.25,,9.421489488
8/6/2010,25.9,92,16,265,3.2,104.5,3.8,25,,9.338844843
8/9/2010,25.6,92.75,15.875,261,3.275,103.5,3.95,25.25,,9.421489488
8/10/2010,25.1,92.75,15.875,254,3.275,101.5,3.975,24.9,,9.256200198
8/11/2010,25,93.25,16.25,256,3.2,102.5,3.925,24.7,,9.256200198
8/16/2010,25.5,93,17.375,257,3.175,100,3.85,24.9,,9.008266264
8/17/2010,25.7,90,17.625,255,3.2,102,3.925,25,,9.008266264
8/18/2010,26,92.75,17.625,260,3.175,103.5,3.975,25.75,,9.256200198
8/19/2010,26.6,93,17.625,268,3.075,105,4,26.25,,9.256200198
8/20/2010,26.6,94.5,17.75,268,3.1,106.5,4.05,26.5,,9.421489488
8/23/2010,26.4,92.25,17.875,272,3.125,108,4,26.25,,9.338844843
8/24/2010,25.8,91.75,17.875,270,3.125,109,3.9,25.75,,9.256200198
8/25/2010,25.7,91,17.875,265,3.275,105.5,3.9,25,,9.173555554
8/26/2010,25.8,91.5,18.375,265,3.3,103.5,3.9,25.25,,9.586778777
8/27/2010,25.8,93.5,20,273,3.3,106,3.875,26,,10.08264664
8/30/2010,26.3,93,20,278,3.25,108.5,3.95,26,,10.08264664
8/31/2010,26.5,92.25,19.875,296,3.3,108.5,3.975,25.5,,9.834712711
9/1/2010,27.1,93.25,19.75,305,3.375,113.5,3.95,25.5,,9.917357355
9/2/2010,26.9,92.75,19.5,303,3.525,114,3.925,25.25,,9.834712711
9/3/2010,29.1,93,19.125,313,3.5,111,3.925,24.8,,9.752068066
9/6/2010,30.2,95.5,17.75,327,3.375,112.5,4,23.2,,9.586778777
9/7/2010,29.2,96.5,18.625,315,3.275,110,3.925,24.2,,9.752068066
9/8/2010,28.9,97.5,18.75,315,3.3,109,3.9,24.6,,9.669423421
9/9/2010,28.5,99,18.5,309,3.2,108.5,3.9,24.6,,9.586778777
9/10/2010,28.8,97.25,18.875,310,3.375,108.5,3.875,24.8,,9.752068066
9/13/2010,29.1,98.75,19,326,3.775,112,3.9,25,,9.669423421
9/14/2010,28.2,97.25,19,312,3.7,107.5,3.9,24.7,,9.752068066
9/15/2010,28.1,98.75,19,313,3.825,105,3.9,24.7,,9.752068066
9/16/2010,28.4,98,19.5,308,3.8,106,3.85,24.8,,9.669423421
9/17/2010,28.5,89.5,19.625,315,3.825,107.5,3.85,24.6,,9.834712711
9/20/2010,28.4,90.75,19.875,313,3.75,106,3.875,25,,9.834712711
9/21/2010,28.7,91.5,19.875,322,3.9,108.5,3.9,25.75,,10.24793593
9/22/2010,29.3,91.75,19.75,324,3.925,112.5,3.975,25.25,,10.08264664
9/23/2010,29.1,90.75,19.75,334,3.8,113.5,3.975,24.9,,9.917357355
9/24/2010,29,92,20,335,3.875,112.5,4.15,24.9,,10.08264664
9/27/2010,29.4,94,21.125,335,3.875,113,4.2,25,,10.57851451
9/28/2010,29.2,93.75,21.375,329,3.85,114.5,4.125,24.8,,10.99173774
9/29/2010,29.3,95,21.5,336,3.875,115.5,4.125,25,,10.90909309
9/30/2010,29.7,95,21.125,333,3.95,117,4.15,25.25,,11.15702702
10/1/2010,29.7,93.5,20.75,334,3.875,116.5,4.15,25,,11.32231631
10/4/2010,29.7,91.75,21,324,3.725,116,3.975,24.4,,10.7438038
10/5/2010,29.7,92.25,20.875,325,3.8,116,4.05,24.5,,10.7438038
10/6/2010,30.2,92.25,21,326,3.75,118.5,3.975,24.1,,10.66115916
10/7/2010,30,92.75,21,325,3.725,116.5,3.975,23.7,,10.57851451
10/8/2010,30.2,92,20.625,321,3.7,115.5,3.875,23.5,,10.49586987
10/11/2010,30.6,92.75,20.75,325,3.7,118,3.925,24.2,,10.66115916
10/12/2010,30.4,93,20.5,328,3.65,118,3.9,23.7,,10.41322522
10/13/2010,30.9,94.5,20.5,328,3.725,120.5,3.925,23.8,,10.57851451
10/14/2010,31.3,94.25,20.25,323,3.7,118.5,4.025,23.8,,10.49586987
10/15/2010,31.3,95.5,20,324,3.675,117.5,4.025,23.7,,10.16529129
10/18/2010,30.8,93.5,20.375,323,3.625,116.5,4,23,,9.917357355
10/19/2010,31,94,20.25,322,3.675,118.5,3.95,23.3,,10.000002
10/20/2010,30.7,93.5,20,324,3.7,118,4,23.3,,10.33058058
10/21/2010,30.5,93,20.125,325,3.675,118.5,4.025,23.7,,10.57851451
10/22/2010,30.4,92.75,21.125,326,3.625,119.5,4,23.4,,10.33058058
10/26/2010,30.5,92.25,21.625,330,3.775,118,3.975,23.8,,10.16529129
10/27/2010,30,91.5,21.375,323,3.8,116,3.925,23.4,,10.08264664
10/28/2010,30.2,90.25,22.125,321,3.9,117.5,3.925,23.3,,10.24793593
10/29/2010,30.3,90,22.25,316,4.025,117,3.9,23.3,,10.08264664
11/1/2010,30.9,90.5,22.5,322,4.05,119.5,3.9,23.6,,10.24793593
11/2/2010,30.8,90.75,22.25,319,3.975,121,3.85,23.6,,10.16529129
11/3/2010,31.4,92,21.625,332,3.975,123,3.8,23.1,,10.08264664
11/4/2010,33.1,96.75,21.5,348,3.875,125,3.85,22.9,,10.000002
11/5/2010,34.2,97,21.375,350,3.825,127,3.85,22.4,,10.000002
11/8/2010,34.2,96.75,21.5,352,3.9,128.5,3.85,22.9,,10.33058058
11/9/2010,33.8,97,22.125,350,3.925,127,3.875,22.8,,10.24793593
11/10/2010,33.7,96.75,21.25,344,3.9,124,3.85,22.7,,10.000002
11/11/2010,33.3,96.75,20.375,337,3.925,122.5,3.8,22.1,,10.000002
11/12/2010,32.9,97,20.125,335,3.95,119.5,3.725,22.2,,9.752068066
11/15/2010,33.2,96.75,20.25,338,3.975,120,3.7,22.6,,9.752068066
11/16/2010,32.1,90.5,19.75,330,3.825,115.5,3.675,22.7,,9.586778777
11/17/2010,31.6,90.5,19.5,324,3.8,113.5,3.65,22.5,,9.586778777
11/18/2010,32.1,90.5,20.5,326,3.775,118.5,3.7,22.5,,9.504134132
11/19/2010,32.3,90.75,20.875,322,3.825,121.5,3.675,23.5,,9.504134132
11/22/2010,32.6,91.25,21.125,328,3.825,122.5,3.725,24.7,,9.586778777
11/23/2010,32.2,90,21,322,3.775,120,3.7,25,,9.338844843
11/24/2010,31,90.5,20.5,321,3.775,122,3.825,25,,9.090910909
11/25/2010,30.2,89.5,20.375,319,3.775,119.5,3.825,24.2,,9.338844843
11/26/2010,30.3,89.5,20.375,322,3.725,116,3.825,24.6,,9.338844843
11/29/2010,31.4,90.5,20.25,332,3.8,119.5,3.85,24.8,,9.586778777
11/30/2010,30.9,90.5,20.5,332,3.825,119.5,3.825,25,,9.669423421
12/1/2010,31.3,90.75,21.25,334,3.775,120.5,3.875,24.7,,9.752068066
12/2/2010,32.1,90.5,21.5,342,3.75,123,3.925,24.6,,9.586778777
12/3/2010,32.1,89.75,21.375,342,3.85,126,3.85,24.4,,9.586778777
12/7/2010,32.9,89.5,21,347,3.875,129,3.825,23.9,,9.752068066
12/8/2010,32.3,89.5,20.125,338,3.775,126.5,3.8,23.8,,9.586778777
12/9/2010,32.4,90,20.375,346,3.825,128,3.875,24.3,,9.834712711
12/13/2010,32.6,90,20.5,344,3.825,127,3.875,23.8,,10.16529129
12/14/2010,32.4,91.75,20.875,344,3.925,125.5,3.9,23.9,,10.33058058
12/15/2010,32,90.25,20.5,337,4.55,126,3.9,23.9,,10.49586987
12/16/2010,32,86.25,20.125,345,4.675,124,3.95,23.7,,10.24793593
12/17/2010,32,85,20,340,4.65,122.5,3.9,23.7,,10.08264664
12/20/2010,31.8,86,19.875,329,4.6,121,3.875,23.4,,9.752068066
12/21/2010,32.3,87,19.75,329,4.8,123.5,3.925,23.7,,9.669423421
12/22/2010,32,86.75,19.75,331,4.775,125.5,3.875,23.6,,9.752068066
12/23/2010,31.9,88,19.875,334,4.65,127,3.85,24.3,,9.669423421
12/24/2010,31.8,85.75,19.75,335,4.675,126,3.925,24.6,,9.421489488
12/27/2010,31.8,83.75,20.125,334,4.65,124.5,3.95,24.5,,9.504134132
12/28/2010,32,84.25,20.125,336,4.6,124.5,3.9,24.7,,9.586778777
12/29/2010,32,85.75,19.75,342,4.725,126,3.95,24.8,,9.917357355
12/30/2010,32,85,19.625,341,4.65,125.5,3.9,24.7,,9.752068066
1/4/2011,33,86,20,349,4.575,127.5,3.875,24.4,,9.669423421
1/5/2011,33.2,87.25,20,348,4.65,129.5,3.9,24.3,,9.834712711
1/6/2011,33.2,87.25,20.125,348,4.775,130.5,3.85,24.2,,9.752068066
1/7/2011,32.2,86,19.625,340,5,130.5,3.85,24.3,,9.752068066
1/10/2011,31.8,84.75,18.875,333,5.3,126.5,3.8,24.2,,9.504134132
1/11/2011,31.9,84.5,19.5,331,5.175,123.5,3.75,24,,9.504134132
1/12/2011,32.9,84,18.75,336,5.225,124,3.725,24,,9.586778777
1/13/2011,33.3,84,19.25,336,5.2,129,3.725,23.9,,9.752068066
1/14/2011,33.2,84.5,19,336,5.225,129,3.725,23.7,,9.752068066
1/17/2011,32.8,84.5,18.875,332,5.1,125.5,3.725,23.5,,9.586778777
1/18/2011,33.4,84.75,18.875,334,5,124.5,3.725,23.5,,9.504134132
1/19/2011,34.2,84.25,18.75,338,5.125,125,3.75,23.7,,9.421489488
1/20/2011,33.9,84.25,18.5,336,5.075,123,3.7,23.5,,9.504134132
1/21/2011,33.9,83.75,18.25,334,5.1,116,3.675,23.1,,9.421489488
1/24/2011,32.1,79.75,17.625,321,4.8,112.5,3.55,21.3,,9.090910909
1/25/2011,32.3,81,17.5,311,4.775,114.5,3.35,21.6,,8.677687686
1/26/2011,33.7,80,18.25,313,5,117,3.4,21.7,,8.842976975
1/27/2011,34.4,80.5,18.875,316,4.925,118.5,3.4,22.8,,8.92562162
1/28/2011,34.2,80.25,19.25,316,4.925,118.5,3.375,22.3,,9.008266264
1/31/2011,33.5,80,19.25,312,4.8,115,3.275,21.9,,8.92562162
2/1/2011,33.8,79,19,311,4.725,115,3.325,21.5,,8.760332331
2/2/2011,34.4,79.5,19.625,314,4.825,118,3.325,21.8,,8.842976975
2/3/2011,34.5,79.5,19.25,314,4.825,117,3.325,21.8,,9.008266264
2/4/2011,34.5,80.75,18.875,317,4.925,115,3.35,21.7,,8.760332331
2/7/2011,33.9,82.75,18.375,317,4.975,113.5,3.35,22.1,,8.760332331
2/8/2011,33.7,82.75,18.25,315,4.925,111.5,3.475,21.9,,8.760332331
2/9/2011,33,80.5,17.875,312,4.975,108,3.4,21.7,,8.760332331
2/10/2011,32,80,17,307,4.95,103.5,3.4,21.1,,8.595043041
2/11/2011,31.6,80.25,16.625,298,5.1,104,3.375,21.4,,8.512398397
2/14/2011,32.4,82,17.125,308,5.275,110,3.375,22,,8.595043041
2/15/2011,32.6,82.25,17.125,304,5.275,114,3.375,21.9,,8.595043041
2/16/2011,32.9,82,17.5,309,5.325,117,3.375,21.9,,8.842976975
2/17/2011,33.4,83.75,18.625,318,5.475,118,3.375,21.9,,9.008266264
2/21/2011,33.1,82.75,19.375,317,5.325,116.5,3.375,23,,9.008266264
2/22/2011,33.3,82.25,19,312,5.35,113.5,3.35,23.4,,8.760332331
2/23/2011,33.9,82,19.25,312,5.25,112,3.325,23.9,,8.595043041
2/24/2011,34,81.5,18.875,306,5.025,110,3.3,23.5,,8.595043041
2/25/2011,34.3,80.75,19.5,310,5.075,114.5,3.3,23.9,,8.677687686
2/28/2011,33.7,79.5,19.5,311,4.925,117.5,3.3,23.8,,8.842976975
3/1/2011,33.9,83,19.5,315,4.875,119.5,3.375,23.6,,8.677687686
3/2/2011,33.4,81.75,19.375,311,4.975,119.5,3.35,23.3,,8.595043041
3/3/2011,33.2,81.75,19.5,311,4.975,120,3.4,23.5,,8.842976975
3/4/2011,33.3,80.75,19.75,318,4.975,120,3.45,23.4,,9.090910909
3/7/2011,34.2,80.75,19.875,316,5.1,120,3.425,23.3,,9.090910909
3/8/2011,34.8,83,20.125,321,5.175,124,3.375,24.5,,9.421489488
3/9/2011,34.4,83.5,20.25,322,5.15,124,3.5,24.1,,9.256200198
3/10/2011,34.6,83.75,20.125,324,5.225,125,3.45,24.3,,9.338844843
3/11/2011,34.3,84.75,19.875,322,5.1,122,3.5,24.3,,9.173555554
3/14/2011,34.9,87.75,19.625,332,5.125,124,3.5,24.8,,9.090910909
3/15/2011,33.8,86.5,19.125,328,5,120,3.425,24.7,,9.008266264
3/16/2011,33.9,86,19.375,330,5.025,121,3.375,24.9,,9.008266264
3/17/2011,33.6,85.5,19,329,4.975,119.5,3.325,25,,8.842976975
3/18/2011,33.7,87.25,18.75,332,5.05,120,3.325,24.7,,8.760332331
3/21/2011,34.3,87.25,19,337,5.15,124.5,3.4,25,,8.92562162
3/22/2011,34.2,88,18.875,343,5.1,125,3.45,24.9,,8.92562162
3/23/2011,34.5,89.75,19,352,5.125,124,3.5,25.25,,8.92562162
3/24/2011,34.7,89.5,19.375,350,5.175,126.5,3.5,24.9,,8.92562162
3/25/2011,34.8,89.5,19.5,353,5.05,127,3.55,25,,9.421489488
3/28/2011,34.6,89,19.375,348,5.1,126.5,3.55,25.25,,9.421489488
